SubNum,Coeff,SE,tStat,pval,RMSE,LogLikelihood,AdjRsqr,BIC
1,1.26265635410526,0.062531789124434,20.1922313719932,8.97148729067716e-20,2.65019535578511,-78.4801399904444,0.941217595667665,160.456787542355
2,1.59623025760873,0.204253862606169,7.81493303109028,6.4893280892357e-09,6.57777810100077,-108.479240679601,0.747215695777437,220.454988920668
4,-0.735428789376185,0.180076756017429,-4.08397399887082,0.000276461144574103,3.08004237740699,-83.4403699687965,0.782524953723011,170.377247499059
5,0.437283367734563,0.0375982756913294,11.6304101636077,4.97698712683538e-13,3.80089448067708,-90.3800413743381,0.494530099305236,184.256590310143
6,4.4251006249697,0.545238021772361,8.1159061699061,2.87143066449135e-09,3.59747723618084,-88.5649226864603,0.942284116358655,180.626352934387
8,1.96609288266781,0.234823547973366,8.37263936958659,1.44504383775916e-09,5.76083265232278,-104.102945952277,0.66286188476669,211.70239946602
9,0.464176457602921,0.100938821287251,4.59859201527597,6.35607106777419e-05,9.9628013791255,-122.179562963211,-0.622267307950844,247.855633487889
10,1.11819245929119,0.0826799315333724,13.5243515391622,8.81312141832438e-15,3.9961546139983,-92.0332134513279,0.861621630674026,187.562934464122
11,0.493684112902104,0.0544539230322023,9.06608900538086,2.35850560312662e-10,5.21858285121673,-100.840693287379,0.161748790496024,205.177894136225
